model,eta10,clock_factor,li_suppression,stellar_depletion,chi2_total,chi2_yD,chi2_Yp,chi2_yLi,chi2_eta_cmb,sigma_yD,sigma_Yp,sigma_yLi,yD,Yp,yLi_bbn,yLi_surface,delta_neff
li_production_suppression_cmb,6.12,1.0,0.37,1.0,1.626508899846384,0.4198579989576115,0.5366469189189093,0.6700039819698631,0.0,0.08063533716677819,0.00304138126514911,0.36210915702312746,2.4557511637158957,0.24722799999999998,1.7464,1.7464,0.0
li_production_suppression_cmb,6.12,1.0,0.375,1.0,1.7264861759010754,0.4198579989576115,0.5366469189189093,0.7699812580245547,0.0,0.08063533716677819,0.00304138126514911,0.36467828287409715,2.4557511637158957,0.24722799999999998,1.77,1.77,0.0
li_production_suppression_cmb,6.12,1.0,0.25,1.0,1.7334502119753603,0.4198579989576115,0.5366469189189093,0.7769452940988395,0.0,0.08063533716677819,0.00304138126514911,0.3063151971417677,2.4557511637158957,0.24722799999999998,1.18,1.18,0.0
li_production_suppression_cmb,6.12,1.0,0.38,1.0,1.831792231603609,0.4198579989576115,0.5366469189189093,0.8752873137270882,0.0,0.08063533716677819,0.00304138126514911,0.3672635587694483,2.4557511637158957,0.24722799999999998,1.7935999999999999,1.7935999999999999,0.0
li_production_suppression_cmb,6.12,1.0,0.245,1.0,1.887517727696799,0.4198579989576115,0.5366469189189093,0.9310128098202781,0.0,0.08063533716677819,0.00304138126514911,0.30428337384747134,2.4557511637158957,0.24722799999999998,1.1563999999999999,1.1563999999999999,0.0
li_production_suppression_cmb,6.12,1.0,0.385,1.0,1.9421480577767758,0.4198579989576115,0.5366469189189093,0.9856431399002549,0.0,0.08063533716677819,0.00304138126514911,0.36986464605312036,2.4557511637158957,0.24722799999999998,1.8172,1.8172,0.0
li_production_suppression_cmb,6.12,1.0,0.39,1.0,2.0572844940803803,0.4198579989576115,0.5366469189189093,1.1007795762038592,0.0,0.08063533716677819,0.00304138126514911,0.37248121348599583,2.4557511637158957,0.24722799999999998,1.8408,1.8408,0.0
li_production_suppression_cmb,6.12,1.0,0.24,1.0,2.0576622967966465,0.4198579989576115,0.5366469189189093,1.1011573789201257,0.0,0.08063533716677819,0.00304138126514911,0.30227935159385266,2.4557511637158957,0.24722799999999998,1.1327999999999998,1.1327999999999998,0.0
li_production_suppression_cmb,6.12,1.0,0.395,1.0,2.176942037429622,0.4198579989576115,0.5366469189189093,1.2204371195531012,0.0,0.08063533716677819,0.00304138126514911,0.3751129371269405,2.4557511637158957,0.24722799999999998,1.8644,1.8644,0.0
li_production_suppression_cmb,6.12,1.0,0.235,1.0,2.2443921677392553,0.4198579989576115,0.5366469189189093,1.2878872498627345,0.0,0.08063533716677819,0.00304138126514911,0.3003036869570535,2.4557511637158957,0.24722799999999998,1.1092,1.1092,0.0
li_production_suppression_cmb,6.12,1.0,0.4,1.0,2.3008706405168944,0.4198579989576115,0.5366469189189093,1.3443657226403734,0.0,0.08063533716677819,0.00304138126514911,0.377759500211444,2.4557511637158957,0.24722799999999998,1.888,1.888,0.0
