window_index,tag,bcut_deg,z_lo,z_hi,z_center,scan_N,N,n_controls,control_names,n_strata,min_stratum_N,raw_amp,raw_formal_snr,raw_priority,raw_l_deg,raw_b_deg,raw_sep_cmb_deg,residual_amp,residual_formal_snr,residual_priority,residual_l_deg,residual_b_deg,residual_sep_cmb_deg,residual_amp_par_cmb,residual_frac_par_cmb,residual_rms,amp_ratio_residual_vs_raw,snr_delta_residual_minus_raw,max_abs_su2_delta_mu,control_r2,control_rms_resid,control_k,control_beta_intercept,control_betas,control_centers,control_scales
105,z1p70_1p80,25.0,1.7000000000000004,1.8000000000000005,1.7500000000000004,27577,27577,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2757,0.0007449283496837,2.2241764227761758,0.0205310482484032,103.58566744478507,-22.922359813373447,150.27862237904245,0.00029375872922545354,0.8624120336528267,0.007960799733156521,121.00279801811425,-21.634857123086594,140.30892725561964,-0.00022604706956709414,-0.7694990721232589,0.02869729588444822,0.3943449451886008,-1.361764389123349,0.0092308541886154,0.005597781566737736,0.02869976472755827,8,1.7493738800966838,8.810655683e-06;0.0002871063135;-0.0003800316386;-0.0004671471222;-0.0003310486314;-0.002214796391;0.0003415454846,3.891820298;0.1377056618;0.002787132831;0.2826569159;0.1402177133;0.3738326911;0.001703682665,0.3773980657;0.2228493427;0.2422027846;0.1760963077;0.8508992757;0.8383686556;0.7439788762
106,z1p80_1p90,25.0,1.8000000000000005,1.9000000000000008,1.8500000000000003,25027,25027,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2502,0.0007891921826271,2.063848158309551,0.0187566332692959,171.10935225147355,9.702588624320509,84.6981049720554,0.0007763709589636029,2.0164373044484787,0.018325754672304205,170.40399796177428,8.032251589299445,86.40759974589704,4.864596033574683e-05,0.0626581401250319,0.0288065889012398,0.9837539905415469,-0.047410853861072244,0.0090881847066981,0.0025770224936757513,0.028811232088027775,8,1.8488308451292088,-0.0002476306399;0.0001112162599;-3.49342925e-05;-0.000230168766;-0.000945124792;-0.001025782176;-0.0002842994731,3.871201011;0.1352950741;0.006963636206;0.2816647399;0.08201932119;0.2394546543;-0.006956547125,0.3781363465;0.224774342;0.2418885102;0.1771218083;0.864998483;0.8510972782;0.7360536511
107,z1p90_2p00,25.0,1.9000000000000008,2.0000000000000004,1.9500000000000008,23377,23377,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2337,0.0006899105707684,2.7363703192391324,0.0244525983781253,337.24668827964234,-78.71329692801397,133.9517901199555,0.0006484225139528476,2.56077965922687,0.02288349500858428,302.28176825901687,-76.21586183580362,126.87243996491571,-0.0003890765253479275,-0.6000354968800801,0.028606276882777854,0.9398645874213171,-0.1755906600122623,0.0089361436959762,0.0017133843339826038,0.028612737991729646,8,1.9493413363551706,-0.0002311993024;-0.00027159468;-0.000108994074;-8.772192486e-05;-0.000709909894;-0.0008910685875;-0.0001756540294,3.871201011;0.131807908;0.004391083731;0.274344848;0.01848768007;0.1132202649;-0.01149934424,0.3784700571;0.2213055014;0.2395749126;0.1766518575;0.8591471363;0.8862139162;0.777680681
108,z2p00_2p10,25.0,2.0000000000000004,2.1000000000000005,2.0500000000000007,20135,20135,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2013,0.0004401726927883,1.052000775145169,0.0092345777388321,344.9812760139657,-11.309500639284083,92.50634264860756,0.0003865467411677459,0.9490830875920911,0.00833115503338908,5.30742372007809,-14.168160723641211,107.99720351093036,-0.00011943156884270978,-0.30897057489583446,0.028270053473840786,0.878170653247803,-0.10291768755307784,0.0087781092533489,0.00790741745304957,0.02827349502693157,8,2.049397053676572,-0.0001265188863;0.0002723016204;2.305889926e-05;0.0002313756623;-0.001158701707;-0.002379376655;0.0002076522236,3.891820298;0.1304004181;0.008313949019;0.2757926374;-0.06048472482;0.01005517871;-0.006757767998,0.3768699507;0.2234434329;0.2406867194;0.1775701061;0.8626672605;0.9193902676;0.8287495766
109,z2p10_2p20,25.0,2.1000000000000005,2.2000000000000006,2.1500000000000004,17869,17869,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1786,0.0003006022055797,0.951390525367792,0.0081978399263652,235.00015853414,60.46131686320709,20.582168453606695,0.00031857877567358523,1.0546959722981222,0.009087991231087406,228.16305422063664,69.54938409525451,27.42415439951222,0.000282777306403076,0.8876212980767076,0.02903472301830679,1.0598018569398655,0.10330544693033017,0.0086166928383022,0.0034438714559924533,0.029038878049416975,8,2.1492711403128024,-2.683580953e-06;-0.0003953254039;-5.504867812e-05;0.0006231872164;-0.0003895009042;-0.001630387967;0.0003773757196,3.891820298;0.129027619;0.01018064816;0.2760415395;-0.1109031713;-0.1627105976;0.001303993405,0.3749793081;0.2239452196;0.2404247985;0.1775944937;0.8696690938;0.9383199879;0.8826633551
110,z2p20_2p30,25.0,2.2000000000000006,2.3000000000000007,2.250000000000001,16618,16618,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1661,0.000655801785211,1.4729675944696046,0.0124523260683348,19.05779047177716,-17.731548724001613,119.71105356821224,0.0006463948663141449,1.4792618732260046,0.01250553729425312,23.507944737093187,-19.91676587195772,124.21510797621012,-0.00036346876812126184,-0.5623014461637412,0.028870622631187167,0.9856558504276891,0.006294278756399985,0.0084539036127395,0.003840665704039403,0.028876000144819815,8,2.2492798654823924,-0.0009272329492;-0.0004182873096;-2.934756018e-05;0.0003876232545;-0.000635875166;-0.001506194058;0.0001746704689,3.891820298;0.1288688125;0.006508833436;0.2742374913;-0.2067504525;-0.3361048227;0.01690486343,0.3745107301;0.2230693557;0.2411273776;0.1779154418;0.8568331119;0.917709405;0.860132907
111,z2p30_2p40,25.0,2.3000000000000007,2.400000000000001,2.3500000000000005,16535,16535,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1653,0.0003351429259673,0.7497686935416059,0.0062165404830655,58.95570054240015,-13.9105374338619,139.8904539307727,0.00022408987244659925,0.6027912895696116,0.004997910004415024,333.8814624502894,43.995675013952145,46.90871102971942,0.0001530898545661434,0.6831627547229954,0.02853420165715884,0.6686397207991905,-0.14697740397199432,0.0082912777455419,0.005655690820387194,0.028537968121173336,8,2.3497474107481544,-0.0003237398262;1.605580375e-07;-0.0003346712552;2.621215765e-05;0.0002822258252;-0.002097805054;0.0002859801229,3.871201011;0.1312710025;0.007714714618;0.278127893;-0.1930187109;-0.5122537477;0.03274078523,0.3728550168;0.2231151687;0.2429838139;0.1795353699;0.8774221058;0.9287523446;0.8985180036
112,z2p40_2p50,25.0,2.400000000000001,2.5,2.45,15182,15182,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1518,0.0003621718315085,0.9473993244820808,0.0077023376431819,135.06745611582383,41.294150932401166,79.75538558975569,0.0005073512652147253,1.4668631776934,0.011925568426092964,212.9642878358629,56.227606402766895,31.477865150748737,0.00043269044515197155,0.8528419555016677,0.02887504823114252,1.4008578831256178,0.5194638532113193,0.0081299800877445,0.0018311923511736827,0.02888090075111162,8,2.448163803102242,-0.0003786399841;-0.0006299283868;-0.0002597392466;0.0006190215149;0.0006257777788;-0.0007775121478;-0.0002228733232,3.871201011;0.1351159034;0.0059422178;0.2788404568;-0.147676931;-0.6816468495;0.03464440293,0.3767086051;0.2233409708;0.2418462095;0.1771053541;0.8844107827;0.9145484992;0.9878724693
113,z0p10_0p30,30.0,0.1,0.3,0.2,8870,8870,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,887,0.0021461896454101,2.0217831096933923,0.0009710465808119,195.06040179272543,-1.3910356779477324,77.24035229378296,0.0021580766790083405,2.0494934875842308,0.000984355658118425,197.9461812855401,2.148420053593547,72.67401187575483,0.0006426922887483716,0.29780790228625964,0.045126622360360684,1.005538668786173,0.027710377890838522,0.0004802921619813,0.010304484668800407,0.045147496420883844,8,0.23488662782257405,0.0005191489534;-0.0005575338761;-0.0002379976645;9.606385445e-05;-0.005872501689;0.00456095356;-0.004395910086,3.871201011;0.141320686;0.006279806462;0.2788133727;1.718107989;-1.280144703;-1.739505186,0.3861090117;0.2195798521;0.2474896611;0.1783177111;1.084692672;0.6837815997;1.856969579
114,z0p30_0p40,30.0,0.3,0.4,0.35,12781,12781,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1278,0.0010298930281333,2.264250743920287,0.0074407241808717,202.1503665945753,-30.379032864946726,96.11320697077544,0.0009081585944119653,2.1234282762207295,0.006977956908547345,187.64575925707751,-35.99067284772977,108.15185901733867,-0.00028292466266857305,-0.31153662411989547,0.027944551825957994,0.8817989534874505,-0.1408224676995573,0.0032861749966741,0.020647671361466058,0.027953858141684305,8,0.3533959453987104,0.0002638500828;-0.0003267638251;5.684476383e-05;0.0003845025743;-0.002496686524;-0.001067028242;0.00235264228,3.891820298;0.1393582431;-0.002588003543;0.2835099162;1.247416695;-1.197058552;-1.139753627,0.3801117369;0.2234675404;0.2480862392;0.1787484667;1.115104151;0.7204163484;1.727310778
115,z0p30_0p50,30.0,0.3,0.5,0.4,27345,27345,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2734,0.0016298630988893,2.162402724387355,0.0091367063131846,267.33368579424285,-1.3855372575703315,49.72212108978737,0.0003838911373918617,0.6941731286485667,0.002933059570928636,322.28181598874784,-36.29947604933346,99.1719293493293,-6.11913050451555e-05,-0.15939754551482052,0.0539552321168398,0.23553581748888686,-1.4682295957387885,0.004225256567679,0.09750364819553825,0.05395965489123135,8,0.40808874108485205,-0.0005407039019;0.0001884514375;0.0004514395302;0.0002828197531;-0.01256341226;-8.514548412e-05;0.006496869489,3.891820298;0.1383962669;0.00355091163;0.2824471103;0.8973557943;-1.093484974;-0.6928185701,0.3809725816;0.2226181023;0.2481571257;0.1788663139;1.154118006;0.7464609467;1.606268982
116,z0p40_0p50,30.0,0.4,0.5,0.45,14564,14564,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1456,0.0010750746051257,1.9883185330682136,0.0100484741462703,344.9108577585749,-2.26608510849952,85.65042122377487,0.0010978367579822929,2.054380114063831,0.01038233317220411,354.9993512895005,0.5231740370708544,90.26103939475786,-5.001723579975927e-06,-0.004555981154400917,0.028737118748997044,1.0211726262978107,0.06606158099561732,0.005053754707383,0.030449727108398106,0.028745232224501115,8,0.45196432981925455,9.012410654e-05;0.0006650118742;-5.273777785e-05;-7.946737577e-05;-0.003789415578;1.477351979e-05;0.001669527394,3.891820298;0.13812042;0.008313949019;0.2815092386;0.5698237472;-0.9933940491;-0.3574873128,0.3817148373;0.2218697594;0.2481837696;0.178967441;1.112426543;0.7578464462;1.396185371
117,z0p50_0p60,30.0,0.5,0.6,0.55,16350,16350,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1635,0.0015310659080072,3.1443373972065616,0.0201803670356436,238.5772841868468,7.041443527330562,46.513190638894784,0.0010836495057614157,2.2160317369472082,0.014222498467867524,214.4104943389441,-0.6399577483358813,64.97000035621018,0.0004584842383775198,0.42309273980185164,0.028012645572476992,0.7077745641739674,-0.9283056602593533,0.0064180030595863,0.024874204165799885,0.028020281754431026,8,0.5503838907900636,-0.0005312173444;-0.0001589641945;0.00029658914;0.0004039809755;-0.002886491887;-1.15274211e-05;0.00198721604,3.891820298;0.1373132319;0.0121916451;0.2862579511;-0.03739688842;-0.9190171491;0.009654897884,0.3823907775;0.2228163828;0.2498552781;0.1798933552;1.077886228;0.7754802095;1.113066777
118,z0p50_0p75,30.0,0.5,0.75,0.625,42931,42931,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,4293,0.0005742839786394,0.8014766084082203,0.0057870064430652,233.45288957724196,-19.065563830354307,72.6536118704619,0.000574588713474168,0.7458233919299382,0.005385166240920372,157.6570550042812,-8.066133010506714,106.88344787557067,-0.00016687536867387068,-0.2904257684855708,0.071632878840976,1.00053063440058,-0.05565321647828214,0.0072204308676688,0.054137461157053535,0.07163668063517552,8,0.6319889390946479,-0.002332797608;-0.001084827144;-0.0003067890938;0.0008315988737;-0.01279046904;0.005231493802;0.003692165366,3.891820298;0.1367599837;0.009754185855;0.2813465869;-0.3290532143;-0.8309976758;0.09604174224,0.384520285;0.2219986132;0.2488800694;0.179401042;1.081547586;0.806557976;1.076472535
119,z0p60_0p70,30.0,0.6,0.7,0.6499999999999999,16643,16643,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,1664,0.00098754015242,3.112424587956388,0.0231917900798023,318.90487447552164,-57.92376813516696,115.39116316460316,0.0010258961922829316,2.683952485644299,0.01999909102122083,293.43597243976296,-34.58258968248496,86.90183814892161,5.544638391160976e-05,0.05404677815230473,0.02884151163343965,1.0388399800949246,-0.42847210231208877,0.0074513580729131,0.005070595425196278,0.028851222315701416,8,0.6513843191440711,-0.0002835043117;-3.144325252e-05;-0.0004361278872;0.000222786251;-0.001545822678;0.0009021902369;0.0001914250343,3.891820298;0.1369753259;0.008371422258;0.2800447961;-0.5047388661;-0.7990567722;0.1647062795,0.3864315682;0.2214463545;0.2481843201;0.1796694388;1.048522411;0.8125513395;1.069364739
120,z0p70_0p80,30.0,0.7,0.7999999999999999,0.75,20491,20491,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2049,0.0007383845802229,2.0961739682555263,0.0172238399501836,264.77756434203303,34.96522880891402,13.29962433931989,0.0005145421687098392,1.5363740688483518,0.01262407675422033,273.89169667461243,40.32698823987108,10.600789103998801,0.0005057603826313817,0.982932815593177,0.028864356792358263,0.6968484750243723,-0.5597998994071745,0.008216798896953,0.005196254405724132,0.028868837969721645,8,0.7517866792912894,0.0007476860051;0.0005441834109;0.0001972462229;-0.0003727766578;-0.0005302091939;0.00183543206;0.0002833928929,3.871201011;0.1387445401;0.007828963099;0.2827008052;-0.5726598994;-0.6627776782;0.1571898042,0.3852001384;0.2227162041;0.2485519787;0.177876881;1.027227899;0.8336866378;0.9337786016
121,z0p75_1p00,30.0,0.75,1.0,0.875,58303,58303,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,5830,0.0008241207478431,1.2393662679985735,0.0110022823448943,306.03753531418494,-4.390262150639578,64.1431425690903,0.0008778015007004247,1.389477276864567,0.012334869607647259,310.38150270976973,-10.942690827041474,71.96928142423015,0.00027170313313232985,0.30952684965283106,0.07111460359635174,1.065136999642126,0.15011100886599338,0.0088773453247696,0.03289728833145644,0.07111822092966938,8,0.88216658145757,-0.0007096683855;0.0003145788603;0.0003088103423;-0.0007816510694;-0.001927710507;0.01291813967;-0.0003976783546,3.871201011;0.1374184512;0.00804061608;0.2804176236;-0.5866069869;-0.4150432126;0.09816708969,0.3858615701;0.2211826612;0.2469076332;0.1773563034;0.9692526068;0.8283166233;0.8254812417
122,z0p80_0p90,30.0,0.7999999999999999,0.8999999999999999,0.8499999999999999,22271,22271,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2227,0.000847750768301,1.95350158210703,0.0171277890601511,257.92983748111544,-1.9635106822927504,50.49605447557961,0.0005900077646924676,1.5132760045635927,0.013268006759430037,255.4932098365205,-19.779594179453138,68.4599267230512,0.0002166224605891147,0.3671518809621528,0.02923062603457972,0.6959684222698116,-0.4402255775434374,0.0087677374909915,0.006768794285395119,0.0292347550328653,8,0.8508459654414418,0.0002483828615;0.0003700148786;0.0003037180502;-0.0004263060625;0.0004448907313;0.002276891277;-0.000197131497,3.891820298;0.1329863291;0.007190966708;0.2789392982;-0.5731364096;-0.4661308524;0.1075167153,0.3867154793;0.2218787123;0.2475142393;0.1777451503;1.002254461;0.8284616424;0.8600836308
123,z0p90_1p00,30.0,0.8999999999999999,1.0,0.95,25479,25479,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2547,0.0004838807585924,2.0772143946554738,0.0190035611782567,262.68527049428644,77.00131060430809,28.75315830991344,0.0003603105355556116,1.2780121701005853,0.011691996032547832,90.25811278680285,42.94792589619984,88.63374032797347,8.5910534175295e-06,0.023843469923192202,0.028132422028664245,0.7446267063888801,-0.7992022245548884,0.0091485795723116,0.009105993163637693,0.028135532822045995,8,0.9515009785646831,-0.0002161242062;-5.322551762e-05;0.0003828430509;-5.419764672e-06;-0.0009366662063;0.002599497547;0.0003192883871,3.871201011;0.1388356453;0.009054728042;0.2789269179;-0.5932414753;-0.2780466397;0.0727311556,0.3850903052;0.219459178;0.2456406429;0.1768734427;0.9188612922;0.7996402032;0.7531660574
124,z1p00_1p10,30.0,1.0,1.1,1.0499999999999998,25193,25193,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2519,0.000467394089625,1.8566958834656704,0.0174449005534131,139.6311511698632,63.670612937881366,59.87500983250772,0.0004585805847461435,1.8685766848541905,0.01755652863454535,150.6222144145378,68.0234013711726,53.63525171951712,0.00027190323125357156,0.5929235565088066,0.028921787308796316,0.9811433112345777,0.011880801388520101,0.0093956693224583,0.010153524711558282,0.02892608855436083,8,1.0504648952602553,0.0006662305971;6.617065348e-05;6.493746508e-05;-0.0003334425117;0.0003679276772;0.00273129428;-0.0003560502324,3.891820298;0.1373096545;0.01192936362;0.2830577206;-0.5397532034;0.05525634928;0.002285739264,0.3851433407;0.221030229;0.249286296;0.1778983045;0.8877279007;0.7595500853;0.6663615558
125,z1p00_1p50,30.0,1.0,1.5,1.25,137850,137850,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,13785,0.0024650096824056,3.3837647977601657,0.0324851219933742,152.22548392134524,-30.47404125066004,126.26007865294235,0.002367865931170656,2.982098636254352,0.02862901052080267,233.61708113692026,-3.701005877587929,58.33730953423139,0.0012429342967684742,0.5249175134480593,0.1341855970557528,0.9605909250871009,-0.4016661615058137,0.0096002895989926,0.14178566589177855,0.13419187236617713,8,1.2573067121903074,0.003461741748;-0.0001122802451;0.000288249221;-0.001322144969;0.03990646363;0.03735009229;-0.0131493725,3.891820298;0.1363583197;0.007637370227;0.2799340333;-0.2429056652;0.4534780859;-0.01318783719,0.3837703436;0.2208582005;0.2481340445;0.1782326494;0.8721791931;0.7811020854;0.7011131552
126,z1p10_1p20,30.0,1.1,1.2,1.15,26930,26930,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2693,0.0001514915495424,0.6279989553994079,0.0059901008404342,165.64362486348006,60.70648417668997,52.899072280364045,0.000387893095661452,1.344485985079335,0.012824235709203853,248.4488519093798,39.24973473731521,14.360946182150276,0.0003757723858070511,0.9687524475429702,0.028408174862651462,2.56049328713802,0.7164870296799271,0.0095383930003905,0.008278938810143854,0.02841123881831598,8,1.1499900655684032,-0.0004401273162;-0.0005723189414;-0.000112734328;0.0005100995912;0.001280613171;0.001909956135;-0.0009803512289,3.891820298;0.1325626534;0.008319313097;0.2788335884;-0.4896783941;0.2995264916;-0.03414065297,0.3849483553;0.2209351098;0.2484334397;0.1785490974;0.8482841059;0.7442577885;0.6607229785
127,z1p20_1p30,30.0,1.2,1.3,1.25,26478,26478,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2647,0.0007080524357088,2.8364775013222427,0.0272310054537204,291.8541940334353,-62.40140342583057,112.85602016035833,0.0008795161444612195,2.6700197317109557,0.025632962659449702,282.2602567835115,-27.89698908280955,77.88847387766423,0.00018453590687652455,0.2098152581264656,0.02899392034752274,1.2421624446228685,-0.166457769611287,0.0096002895989926,0.013176888764191541,0.029000014786250018,8,1.2487221050079351,0.0003292343482;-0.0004923990814;-0.0001788798744;0.0002353232394;0.003293519374;0.001598500603;-0.001285295213,3.871201011;0.1373766865;0.008299895029;0.2764832164;-0.2977180857;0.5162155928;-0.04225246557,0.3842241434;0.2189163108;0.2470306933;0.1775951842;0.845752102;0.7444062477;0.6850787041
128,z1p30_1p40,30.0,1.3,1.4,1.35,28663,28663,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2866,0.0007039594643869,1.846607941831007,0.0177275837092346,24.43856615925333,0.1340168545159807,109.59496834864431,0.0006411925139537855,1.7331187633295198,0.01663807853252538,7.035034821629425,11.278695644784216,90.06436178195425,-7.202674341003505e-07,-0.0011233247713061483,0.02883096381080456,0.9108372660522717,-0.11348917850148732,0.0096000798586715,0.0062687225129892665,0.028834486949928035,8,1.351452255965345,0.0003090619496;0.0001542959156;-8.469838045e-05;-0.0004551457275;0.002372631834;0.0004530905307;-0.0002663188605,3.891820298;0.1392117519;0.004482141936;0.2806359084;-0.09465600561;0.6166495459;-0.0156778092,0.3832554924;0.2218229044;0.2475526874;0.1788746898;0.8127841446;0.7304186465;0.7040110525
129,z1p40_1p50,30.0,1.4,1.5000000000000002,1.4500000000000002,30587,30587,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,3058,0.0007218439141878,2.062152550241814,0.0196988590517987,265.13755680806776,10.845599915694804,37.41910990899528,0.0005225456179297357,1.4578277512182913,0.013926003384028022,265.139170820276,3.879719327225364,44.38364408346633,0.0003734489202318623,0.7146723796315104,0.028527382650678227,0.7239038906599226,-0.6043247990235228,0.0095525711953214,0.002311480577295355,0.02853023965934948,8,1.449647823705867,0.0002839092669;0.0003846179939;0.0002034951;-0.0002262200624;0.001612582149;0.0005323604939;-0.0007534359522,3.891820298;0.1350806406;0.00691685248;0.2808931029;0.07228751636;0.6946033662;0.004951262896,0.3814565454;0.2213849912;0.2483837356;0.1781609581;0.8235165161;0.7574336496;0.763903594
130,z1p50_2p50,30.0,1.5,2.5,2.0,198096,198096,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,19809,0.001999587209606,1.528713207053816,0.0135408777561233,232.4730071736548,-16.710991460683342,70.79592501279944,0.0017881703533941743,1.7368080987178647,0.01538411916772012,162.94522864174647,-32.602460820633425,120.64766935740295,-0.000911533009073679,-0.5097573658703567,0.24973145118268658,0.8942697496782432,0.2080948916640486,0.0088576965866735,0.22397456467711496,0.2497358740296112,8,1.9231454409303315,-0.00353467757;0.001231244663;-0.001443041748;-0.0009564556136;-0.038363562;-0.1312543926;0.01576960686,3.891820298;0.132507465;0.007466275612;0.2805837197;-0.005864741139;0.1527706345;0.00305545254,0.3830512193;0.2222970586;0.2482279986;0.1785936412;0.865349651;0.9643207374;0.8121361604
131,z1p50_1p60,30.0,1.5000000000000002,1.6000000000000003,1.5500000000000005,27510,27510,7,gaia_scan_count_log1p_dr3;gaia_scan_angle_cos2_mean_dr3;gaia_scan_angle_sin2_mean_dr3;gaia_scan_angle_resultant_dr3;bp_rp_z;w1_w2_z;bp_rp_x_w1_w2_z,10,2751,0.0002876418208533,0.9162212933049904,0.008676089819257,113.18630383545371,-33.87263403279971,153.97183613831487,0.00023935050180204451,0.7948835188412426,0.0075270907320181555,120.84358647963006,-38.27381003860703,151.71293631027623,-0.000210768311143561,-0.880584371274381,0.028861261141183103,0.8321130115641825,-0.12133777446374772,0.0094694260902414,0.0007704875457835714,0.028863691420984237,8,1.549186071952604,0.0001671027168;0.0001585453721;-3.264042144e-05;-0.0001560171683;-9.052928659e-05;-0.0008340770363;0.0002397334364,3.891820298;0.132228857;0.00692004511;0.2830611722;0.110857353;0.7102726864;0.01019249654,0.3824420606;0.2231540537;0.2496789485;0.1797483694;0.8208156878;0.764082357;0.7529116342
