fit_group,bcut_deg,quality_variable,smd_before,smd_after,abs_smd_before,abs_smd_after,weighted_ks_before,weighted_ks_after
wise_w1_w2_plus_mags,25.0,w1,0.0029299599468323536,9.893686362840746e-06,0.0029299599468323536,9.893686362840746e-06,0.006110199001004513,0.004471975581986087
wise_w1_w2_plus_mags,25.0,w2,-0.0003030528697229019,-5.739076910392071e-06,0.0003030528697229019,5.739076910392071e-06,0.005341845930193934,0.004955501339909851
wise_w1_w2_plus_mags,25.0,w1_w2,0.012162097547050311,6.018561787277491e-05,0.012162097547050311,6.018561787277491e-05,0.006713537002387415,0.003999555885208506
wise_w1_w2_plus_mags,30.0,w1,6.936234966654601e-06,-8.898951481393142e-05,6.936234966654601e-06,8.898951481393142e-05,0.004339019806209987,0.004435731542916932
wise_w1_w2_plus_mags,30.0,w2,-0.003427015745548211,-0.00012324290902463215,0.003427015745548211,0.00012324290902463215,0.0030126119148863595,0.004428153389593181
wise_w1_w2_plus_mags,30.0,w1_w2,0.013905390652811779,0.00016703132823834917,0.013905390652811779,0.00016703132823834917,0.00809018116593374,0.003468175128784612
wise_w1_w2_plus_mags,35.0,w1,0.003233823491045115,0.00015943067095889276,0.003233823491045115,0.00015943067095889276,0.006592045636765298,0.0051226906970567865
wise_w1_w2_plus_mags,35.0,w2,-5.7420539598088883e-05,0.0001551277348036894,5.7420539598088883e-05,0.0001551277348036894,0.003865479265207805,0.0038833768786904477
wise_w1_w2_plus_mags,35.0,w1_w2,0.012319542917249432,-3.3226572942391084e-05,0.012319542917249432,3.3226572942391084e-05,0.008720866973166763,0.0045759601498485125
gaia_wise_colour_cross,10.0,bp_rp,0.01706192814491744,-2.5561062884393342e-05,0.01706192814491744,2.5561062884393342e-05,0.012908685254490904,0.003708444629677232
gaia_wise_colour_cross,10.0,w1_w2,0.01798810574954316,2.540372785176385e-05,0.01798810574954316,2.540372785176385e-05,0.009118434315797952,0.0035331756126746328
gaia_wise_colour_cross,15.0,bp_rp,0.02050968725877292,-0.00016196015162753992,0.02050968725877292,0.00016196015162753992,0.014246681767179248,0.0032861107250040655
gaia_wise_colour_cross,15.0,w1_w2,0.019015045661164614,-7.897355950549729e-05,0.019015045661164614,7.897355950549729e-05,0.009550679408257712,0.003633663511332541
gaia_wise_colour_cross,20.0,bp_rp,0.02282341590391333,-0.00011463246744455532,0.02282341590391333,0.00011463246744455532,0.01687455415592265,0.003263760858610687
gaia_wise_colour_cross,20.0,w1_w2,0.018140968561313597,-1.9168491973245844e-05,0.018140968561313597,1.9168491973245844e-05,0.009164164945915432,0.0030788231967957547
gaia_wise_colour_cross,25.0,bp_rp,0.02003680052924238,3.0110066654719465e-05,0.02003680052924238,3.0110066654719465e-05,0.014108532279657693,0.0044801767254714076
gaia_wise_colour_cross,25.0,w1_w2,0.012162097547050311,-2.3713602120930892e-05,0.012162097547050311,2.3713602120930892e-05,0.006713537002387415,0.00390716011654435
gaia_wise_colour_cross,30.0,bp_rp,0.028614296257936413,-0.0001407151583026804,0.028614296257936413,0.0001407151583026804,0.01901910716524463,0.004203538434097487
gaia_wise_colour_cross,30.0,w1_w2,0.013905390652811779,2.2870932731641018e-05,0.013905390652811779,2.2870932731641018e-05,0.00809018116593374,0.0033085169160791406
gaia_wise_colour_cross,35.0,bp_rp,0.02920103251868615,0.00020612514475925445,0.02920103251868615,0.00020612514475925445,0.018504205344550273,0.004384228794624384
gaia_wise_colour_cross,35.0,w1_w2,0.012319542917249432,0.00033830683660835927,0.012319542917249432,0.00033830683660835927,0.008720866973166763,0.005180338634623527
zerr_x_gaia_colour,10.0,zerr,-0.0027276454868637007,0.0003059345262568605,0.0027276454868637007,0.0003059345262568605,0.002807725442473874,0.0037289529044135517
