window_index,tag,bcut_deg,z_center,N,ess,baseline_snr,baseline_amp,weighted_snr,weighted_amp,weighted_l_deg,weighted_b_deg,weighted_priority,amp_ratio_weighted_vs_baseline,direction_sep_weighted_vs_baseline_deg
92,z0p70_0p80,25.0,0.75,23144,22990.89345605238,2.2343518566209353,0.0007386833527780041,2.355255339685259,0.0007807893166683807,292.55755029742824,36.06427651570536,0.0193526594771685,1.0570013710638346,0.16858107226639704
93,z0p75_1p00,25.0,0.875,65916,65842.71507298495,1.3104853478919194,0.0007799521997593437,1.617248594304672,0.0009638613255645375,291.13447511942894,1.2799730396333049,0.014356874247640787,1.235795380616837,1.4060235534040753
94,z0p80_0p90,25.0,0.8499999999999999,25194,25158.859461485852,2.5315502362133495,0.0009774196049022745,2.6467397780425865,0.001023340452164317,261.30436226642973,-1.1820596116704774,0.023205919580842508,1.0469817129017316,0.7155711458100366
95,z0p90_1p00,25.0,0.95,28811,28580.664383373325,2.3336407823856224,0.0005511325912437535,2.2264640824836452,0.0005227208510524932,230.37711808656744,66.96627363800435,0.020368983823495366,0.9484484484447874,2.6974266248247516
96,z1p00_1p10,25.0,1.0499999999999998,28469,28186.478297650025,1.9937514504841927,0.0005129858906155627,2.196660445080751,0.0005689700118613974,217.9269858728868,53.584017115096394,0.020639095155702808,1.109133842216705,3.1967777898187166
97,z1p00_1p50,25.0,1.25,155609,155397.95074043053,3.4985659965515117,0.0023677957403147347,1.9587653441590969,0.0013648946495721458,160.6869801686689,-28.068440566999293,0.01880471456039774,0.5764410444419162,5.099866727432481
98,z1p10_1p20,25.0,1.15,30365,30177.030437888247,0.8497816462139074,0.00023783354273277329,0.7877310597525381,0.0001958659493789381,306.59459174345875,55.96135974422223,0.0075136884265338,0.8235421594800468,16.353005847277444
99,z1p20_1p30,25.0,1.25,29938,29662.52807508506,2.7488809226109234,0.0006244927825747625,2.5597141561680026,0.0005844482334301569,139.37650721464328,-88.16871456204701,0.024573997189853796,0.9358766822260086,4.695723124284599
100,z1p30_1p40,25.0,1.35,32339,32314.68553802514,1.0455814993028814,0.0003566323443782632,0.7420934390630289,0.00025283718545042184,27.453612208414853,1.9733026985701916,0.00712415627760125,0.7089575284911603,2.9967209529833885
101,z1p40_1p50,25.0,1.4500000000000002,34499,34431.63429813302,1.6905881818703385,0.000534833196571223,1.73160398167451,0.0005485289834665901,268.8031947319088,9.3075040159925,0.01654127031704777,1.0256075856606692,2.699119115963804
102,z1p50_2p50,25.0,2.0,222895,222801.74062918825,2.6317639261548362,0.0032472058201223654,1.3990610850339111,0.0017273680714592263,209.29152060306652,-13.86579123576471,0.012392458597452598,0.5319552153901145,0.5465678599245464
103,z1p50_1p60,25.0,1.5500000000000005,31028,30942.865864129257,0.3430949279596651,0.00010483426536818341,0.2483284643737339,7.152860756830698e-05,158.53684414545214,-38.054825332195634,0.002351528039490218,0.6823017962409026,8.70538729638685
104,z1p60_1p70,25.0,1.6500000000000004,29546,29227.146095040018,2.2518701936970977,0.0005349527439497617,2.287662087065672,0.0005527055824205529,336.4238992224151,65.87529340832268,0.02141205693963354,1.0331858069176636,5.486520681223423
105,z1p70_1p80,25.0,1.7500000000000004,27577,27451.178838618962,2.224176422775404,0.0007449283496918435,2.186257216663934,0.0007413534140261787,102.95921131796936,-21.559357698832066,0.020181021585832917,0.9952009670901321,1.4812071390506294
106,z1p80_1p90,25.0,1.8500000000000003,25027,24998.00977805338,2.063848158314344,0.0007891921826054639,2.0047737563709704,0.0007691601282893308,171.99633815881762,9.307474801308398,0.018219754193040356,0.9746170137544968,0.9598964833975666
107,z1p90_2p00,25.0,1.9500000000000008,23377,23123.11852018358,2.73637031923419,0.0006899105707667837,2.8973516616519643,0.0007380859248520026,336.69268445317596,-76.34937809936902,0.025891150786297373,1.0698284040374617,2.366916286758854
