frame,offset_mode,prior_config,model,offset_label,offset_type,prior_sigma_mag,offset_mag,pull_sigma
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_64,survey,0.05,-0.03413741663752887,-0.6827483327505773
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_65,survey,0.05,-0.044395570910243966,-0.8879114182048793
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_1,survey,0.05,-0.1703542991308477,-3.407085982616954
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_10,survey,0.05,-0.18042954687168744,-3.608590937433749
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_15,survey,0.05,-0.15925040353091888,-3.185008070618377
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_150,survey,0.05,-0.1680723224768809,-3.3614464495376177
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_4,survey,0.05,-0.12905617205723433,-2.5811234411446864
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_5,survey,0.05,-0.13273643471068436,-2.654728694213687
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_50,survey,0.05,-0.10572990148881077,-2.1145980297762152
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_51,survey,0.05,-0.10105838912993295,-2.021167782598659
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_56,survey,0.05,-0.09275062405764853,-1.8550124811529705
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_57,survey,0.05,-0.11517154384824974,-2.3034308769649945
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_63,survey,0.05,-0.08211108764006647,-1.6422217528013294
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_64,survey,0.05,-0.13834564873040633,-2.7669129746081267
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_65,survey,0.05,-0.11399901105333762,-2.279980221066752
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,Union3p1_UNITY1p8,dataset,0.1,-0.034323641744070536,-0.3432364174407053
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,DES_Dovekie_raw:IDSURVEY_OTHER,survey,0.05,-0.05270534789368843,-1.0541069578737685
CMB_PANTHEON_ONLY,dataset+idsurvey,budget_050mmag_ds100_stress,LCDM_Omfree_H0fixed675,PantheonPlusSH0ES:IDSURVEY_OTHER,survey,0.05,-0.12001945544949863,-2.4003891089899723
