ra_deg,dec_deg,z,DH_over_rd,DM_over_rd,kind,l_deg,b_deg
32.64291428571428,7.02130612244898,3.185023682230288e-13,,,BAO,155.0739016315929,-50.84500725309581
32.002857142857145,7.1617322448979595,3.208437130344538e-13,,,BAO,154.07977434160597,-51.01996633399109
32.962942857142856,6.9510930612244906,3.2213878100381737e-13,,,BAO,155.56807945610154,-50.754021782396286
31.682828571428573,7.2319453061224515,3.2458609245151294e-13,,,BAO,153.57990436290444,-51.1039055242951
31.3628,7.302158367346939,3.284122105970912e-13,,,BAO,153.07821879084125,-51.185462033473186
33.28297142857143,6.880880000000001,3.3034214948981214e-13,,,BAO,156.0602827272514,-50.66072244337859
46.72417142857143,10.251106938775512,3.3538048140621345e-13,,,BAO,168.85389863514416,-40.24535874725687
45.76408571428571,10.32132,3.94885453161135e-13,,,BAO,167.84391155019355,-40.80024653331202
46.40414285714285,10.251106938775512,4.72269977821421e-13,,,BAO,168.53918280966627,-40.449428081845845
33.603,6.880880000000001,5.770853997747186e-13,,,BAO,156.49569174376796,-50.50415686756876
33.28297142857143,6.9510930612244906,5.784960209254964e-13,,,BAO,156.00608878731708,-50.59950048215299
32.962942857142856,7.02130612244898,5.891142542617012e-13,,,BAO,155.5144869207361,-50.6925499140156
45.44405714285715,10.32132,5.960585466712297e-13,,,BAO,167.52276707319047,-41.0007705212238
32.64291428571428,7.09151918367347,6.084086071112255e-13,,,BAO,155.02092237067507,-50.7832873584888
47.0442,10.18089387755102,6.133301354834719e-13,,,BAO,169.22640000419474,-40.09335641872958
32.32288571428571,7.1617322448979595,6.352760304327511e-13,,,BAO,154.52543275072424,-50.871695275411525
32.002857142857145,7.2319453061224515,6.68043016075316e-13,,,BAO,154.0280570573877,-50.957756402511095
46.08411428571428,10.251106938775512,6.827174486603253e-13,,,BAO,168.2222883992537,-40.65239916017295
31.682828571428573,7.302158367346939,7.055079194091619e-13,,,BAO,153.52883566412874,-51.04145376879965
31.3628,7.372371428571429,7.439832955852575e-13,,,BAO,153.02781031344543,-51.1227707079639
46.72417142857143,10.18089387755102,8.512127838523946e-13,,,BAO,168.91371344557086,-40.29871670339426
45.12402857142857,10.32132,9.252242684793389e-13,,,BAO,167.19940216944192,-41.20015369432331
33.923028571428574,6.880880000000001,9.877857757124406e-13,,,BAO,156.9280416477427,-50.34579404683336
45.76408571428571,10.251106938775512,1.0141773148053585e-12,,,BAO,167.90319947424183,-40.854258147763886
33.603,6.9510930612244906,1.0147965084577865e-12,,,BAO,156.44104960949886,-50.443160959079215
33.28297142857143,7.02130612244898,1.0614224931133732e-12,,,BAO,155.9520356861972,-50.538253444281374
32.962942857142856,7.09151918367347,1.128224478868692e-12,,,BAO,155.46103469161935,-50.63105353883708
46.40414285714285,10.18089387755102,1.2117387022230213e-12,,,BAO,168.59885938234225,-40.502993117005325
32.64291428571428,7.1617322448979595,1.216035906209752e-12,,,BAO,154.9680828187892,-50.7215435306026
32.32288571428571,7.2319453061224515,1.324513907668792e-12,,,BAO,154.47321763763256,-50.809705972151924
32.002857142857145,7.302158367346939,1.4534514492404281e-12,,,BAO,153.97647809076875,-50.89552369406796
44.803999999999995,10.32132,1.4763399791079624e-12,,,BAO,166.8738015446663,-41.39838179224122
45.44405714285715,10.251106938775512,1.548891742904992e-12,,,BAO,167.5819002642996,-41.05499105988662
47.0442,10.11068081632653,1.5705968184111772e-12,,,BAO,169.28644173904235,-40.14647704584819
31.682828571428573,7.372371428571429,1.5990345201070573e-12,,,BAO,153.47790448739062,-50.97897981824578
34.24305714285714,6.880880000000001,1.6623269228192981e-12,,,BAO,157.35733522365643,-50.185655632529844
33.923028571428574,6.9510930612244906,1.7467884463523908e-12,,,BAO,156.87296344992822,-50.28502488727659
31.3628,7.44258448979592,1.7549100469473013e-12,,,BAO,152.97753849518995,-51.06005777118719
46.08411428571428,10.18089387755102,1.7714829388412274e-12,,,BAO,168.28182162250542,-40.70617195422839
33.603,7.02130612244898,1.871287290504673e-12,,,BAO,156.38654817230946,-50.382139529674426
33.28297142857143,7.09151918367347,2.0414548541834077e-12,,,BAO,155.89812280971546,-50.47698144931516
46.72417142857143,10.11068081632653,2.2024942141234658e-12,,,BAO,168.97362277964825,-40.35204380803123
32.962942857142856,7.1617322448979595,2.262720817961683e-12,,,BAO,155.40772215125133,-50.56953277441521
44.48397142857143,10.32132,2.4216256835124106e-12,,,BAO,166.54595010380643,-41.59544040576907
45.12402857142857,10.251106938775512,2.432587939293603e-12,,,BAO,167.2583751709785,-41.25458376163166
32.64291428571428,7.2319453061224515,2.542803492788491e-12,,,BAO,154.91538235548398,-50.659775884937346
45.76408571428571,10.18089387755102,2.6612593117712796e-12,,,BAO,167.9625841199627,-40.90823935866013
34.56308571428571,6.880880000000001,2.7578295281034378e-12,,,BAO,157.78357632422822,-50.02376317111685
32.32288571428571,7.302158367346939,2.8884170425740186e-12,,,BAO,154.4211409479092,-50.74769342576201
34.24305714285714,6.9510930612244906,2.959802900436528e-12,,,BAO,157.3018329363668,-50.12511384529177
46.40414285714285,10.11068081632653,3.1688222317148538e-12,,,BAO,168.6586313135838,-40.55652740707936
33.923028571428574,7.02130612244898,3.241197923441988e-12,,,BAO,156.8180257555088,-50.22422977009295
32.002857142857145,7.372371428571429,3.29988403473654e-12,,,BAO,153.9250368165658,-50.8332683198884
33.603,7.09151918367347,3.618908579910856e-12,,,BAO,156.33218682466926,-50.32109270015393
31.682828571428573,7.44258448979592,3.775953569014098e-12,,,BAO,153.4271102057527,-50.9164837816453
44.803999999999995,10.251106938775512,3.927808602302121e-12,,,BAO,166.93260878065203,-41.453021968087384
44.16394285714286,10.32132,4.079292064176291e-12,,,BAO,166.21583296470664,-41.79131497725477
47.0442,10.04046775510204,4.089762648589392e-12,,,BAO,169.3465774254169,-40.19956661520974
45.44405714285715,10.18089387755102,4.110784512990019e-12,,,BAO,167.64113098672374,-41.10918132280012
33.28297142857143,7.1617322448979595,4.114298647427254e-12,,,BAO,155.84434954672474,-50.41568461612096
